id,name,calories,proteins,fat,carbohydrate,status,alasan,saran_porsi
151,Bonggol Pisang,43.0,2.6,0.0,11.6,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
152,Bonggol Pisang Kering,245.0,3.4,0.0,66.2,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
153,Bongkrek (Tempe Bungkil),119.0,4.4,3.5,18.3,BISA,lemak 3.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
154,Boros Kunci,23.0,1.0,0.8,7.2,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
155,Boros Laja (Lengkuas),22.0,1.0,0.3,4.7,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
156,Botok Lamtoro,186.0,11.7,9.7,13.0,BISA,lemak 9.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
157,Brem,249.0,3.4,0.4,58.0,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
158,Brondong,400.0,4.0,0.7,95.3,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
159,Brongkos,141.0,15.3,3.3,12.6,BISA,lemak 3.3g (di bawah batas 10g); protein 15.3g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
160,Buah Atung,23.0,0.8,0.2,5.2,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
161,Buah Kelenting Segar,110.0,1.4,2.1,21.4,BISA,lemak 2.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
162,Buah Kelor,38.0,1.5,0.2,7.5,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
163,Buah Kom Segar,264.0,4.0,1.1,59.6,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
164,Buah Mentega (Bisbul),39.0,0.7,0.2,9.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
165,Buah Merah,87.0,2.6,2.7,13.1,BISA,lemak 2.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
166,Buah Naga Merah Segar,71.0,1.7,3.1,9.1,BISA,lemak 3.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
167,Buah Naga Putih Segar,56.0,0.8,1.0,10.9,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
168,Buah Negri Segar,55.0,1.2,0.1,12.2,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
169,Buah Nona,101.0,1.7,0.6,25.2,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
170,Buah Rotan Segar,78.0,0.6,0.3,18.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
171,Buah Rukam Segar,113.0,0.8,0.3,26.8,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
172,Buah Ruruhi Segar,29.0,2.1,0.7,3.6,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
173,Buah Tuppa Segar,67.0,0.4,0.2,15.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
174,Buaya Daging Dendeng Mentah,365.0,49.6,4.8,30.8,BISA,lemak 4.8g (di bawah batas 10g); protein 49.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
175,Bubur,60.0,1.0,60.0,13.0,TIDAK_BISA,lemak 60.0g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
176,Bubur Sagu,167.0,0.2,4.0,33.0,BISA,lemak 4.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
177,Bubur Tinotuan (Manado),156.0,2.3,0.2,15.6,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
178,Bulgogi Masakan,72.0,11.4,4.9,1.4,BISA,lemak 4.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
179,Bulung Jajan,212.0,16.9,0.2,47.6,BISA,lemak 0.2g (di bawah batas 10g); protein 16.9g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
180,Bulung Sangu,237.0,14.7,0.2,56.0,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
181,Buncis,35.0,2.4,0.2,7.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
182,Buncis Asam,60.0,5.1,0.5,8.5,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
183,Buncis Rebus,30.0,2.2,0.2,6.4,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
184,Bunga Pepaya Segar,45.0,2.6,0.3,8.1,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
185,Bunga Turi Segar,42.0,2.0,1.1,6.1,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
186,Bungkil Biji Karet,333.0,29.3,3.3,50.0,BISA,lemak 3.3g (di bawah batas 10g); protein 29.3g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
187,Bungkil Kacang Tanah,336.0,37.4,13.0,30.5,NETRAL,lemak 13.0g (zona netral 10–18g); protein 37.4g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
188,Bungkil Kelapa,368.0,23.0,15.0,40.0,NETRAL,lemak 15.0g (zona netral 10–18g); protein 23.0g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
189,Buntil,106.0,4.4,6.3,7.9,BISA,lemak 6.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
190,Buntil Daun Talas,141.0,4.4,10.2,8.0,NETRAL,lemak 10.2g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
191,Buras,125.7,3.3,1.9,23.9,BISA,lemak 1.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
192,Burung Sarang Segar,281.0,37.5,0.3,32.1,BISA,lemak 0.3g (di bawah batas 10g); protein 37.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
193,Cabai Gembor Merah Segar,38.0,1.6,0.8,6.3,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
194,Cabai Hijau Segar,26.0,0.7,0.3,5.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
195,Cabai Merah Kering,367.0,15.9,6.2,61.8,BISA,lemak 6.2g (di bawah batas 10g); protein 15.9g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
196,Cabai Merah Segar,36.0,1.0,0.3,7.3,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
197,Cabai Rawit Segar,120.0,4.7,2.4,19.9,BISA,lemak 2.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
198,Caisin Segar,20.0,1.7,0.4,3.4,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
199,Cakalang Asar (Asap Papua),155.0,20.1,3.8,10.2,BISA,lemak 3.8g (di bawah batas 10g); protein 20.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
200,Cake Tape,323.0,4.9,11.5,50.1,NETRAL,lemak 11.5g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
201,Cammetutu,102.0,3.2,6.0,8.7,BISA,lemak 6.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
202,Cantel Mentah,366.0,11.0,3.3,73.0,BISA,lemak 3.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
203,Cap Cai Sayur,97.0,5.8,6.3,4.2,BISA,lemak 6.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
204,Carica Papaya Segar,24.0,1.9,0.2,3.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
205,Cassavastick,460.0,0.8,18.7,17.2,LIMIT,"lemak 18.7g (perlu dibatasi, batas aman 18g); kalori 460.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
206,Cempedak,116.0,3.0,0.4,28.6,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
207,Cengkeh Kering,330.0,5.2,8.9,57.4,BISA,lemak 8.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
208,Centel,332.0,11.0,3.3,73.0,BISA,lemak 3.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
209,Ceriping Getuk Singkong,462.0,1.2,20.7,67.7,LIMIT,"lemak 20.7g (perlu dibatasi, batas aman 18g); kalori 462.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
210,Chicken Teriyaki Masakan,168.0,13.0,9.6,7.5,BISA,lemak 9.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
211,Chikiniku Masakan,143.0,9.8,1.4,22.8,BISA,lemak 1.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
212,Coklat Bubuk,311.0,8.0,4.0,48.9,BISA,lemak 4.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
213,Coklat Manis Batang,472.0,2.0,29.8,62.7,TIDAK_BISA,lemak 29.8g (melebihi batas 25g); kalori 472.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
214,Coklat Pahit Batang,504.0,5.5,52.9,29.2,TIDAK_BISA,lemak 52.9g (melebihi batas 25g); kalori 504.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
215,Coklat Susu Batang,381.0,9.0,35.0,53.6,TIDAK_BISA,lemak 35.0g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
216,Combro,210.0,1.6,6.6,35.8,BISA,lemak 6.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
217,Corned Beef,241.0,16.0,25.0,0.0,NETRAL,"lemak 25.0g (perlu dibatasi, batas aman 18g); protein 16.0g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
218,Coto Mangkasara Kuda Masakan,96.0,6.8,5.9,3.8,BISA,lemak 5.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
219,Coto Mangkasara Sapi Masakan,84.0,6.0,6.0,1.4,BISA,lemak 6.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
220,Cue Selar Kuning,145.0,27.0,2.3,0.0,BISA,lemak 2.3g (di bawah batas 10g); protein 27.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
221,Cuka,12.0,0.1,0.1,5.0,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
222,Cumi-Cumi Goreng,265.0,40.6,10.1,0.0,NETRAL,lemak 10.1g (zona netral 10–18g); protein 40.6g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
223,Cumi-Cumi Segar,75.0,16.1,0.7,0.1,BISA,lemak 0.7g (di bawah batas 10g); protein 16.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
224,Daging Anak Sapi,190.0,19.1,12.0,0.0,NETRAL,lemak 12.0g (zona netral 10–18g); protein 19.1g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
225,Daging Asap,191.0,32.0,6.0,0.0,BISA,lemak 6.0g (di bawah batas 10g); protein 32.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
226,Daging Babi Gemuk,457.0,11.6,45.0,0.0,TIDAK_BISA,lemak 45.0g (melebihi batas 25g); kalori 457.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
227,Daging Babi Kurus,376.0,14.1,35.0,0.0,TIDAK_BISA,lemak 35.0g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
228,Daging Domba,206.0,17.1,14.8,0.0,NETRAL,lemak 14.8g (zona netral 10–18g); protein 17.1g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
229,Daging Kambing,154.0,16.6,9.2,0.0,BISA,lemak 9.2g (di bawah batas 10g); protein 16.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
230,Daging Kerbau,84.0,18.7,0.5,0.0,BISA,lemak 0.5g (di bawah batas 10g); protein 18.7g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
231,Daging Kuda,118.0,18.1,4.1,0.9,BISA,lemak 4.1g (di bawah batas 10g); protein 18.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
232,Daging Sapi,207.0,18.8,14.0,0.0,NETRAL,lemak 14.0g (zona netral 10–18g); protein 18.8g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
233,Daun Bangun-Bangun Segar,27.0,1.3,0.6,4.0,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
234,Daun Bawang,29.0,1.8,0.7,5.2,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
235,Daun Bawang  Merah Segar,41.0,2.0,0.3,7.8,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
236,Daun Bebuas Segar,41.0,2.7,1.0,7.3,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
237,Daun Belem Segar,50.0,4.4,1.4,7.8,BISA,lemak 1.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
238,Daun Beluntas,42.0,1.8,0.5,9.4,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
239,Daun Cincau,122.0,6.0,1.0,26.0,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
240,Daun Gandaria,60.0,3.1,0.3,14.0,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
241,Daun Gedi Besar Segar,58.0,2.9,0.7,10.0,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
242,Daun Gelang Segar,30.0,1.3,0.7,5.8,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
243,Daun Gunda Bali Segar,50.0,4.6,0.9,7.0,BISA,lemak 0.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
244,Daun Gunda Serang Segar,62.0,4.2,0.9,9.2,BISA,lemak 0.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
245,Daun Jambu Mete Muda,73.0,4.6,0.5,16.2,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
246,Daun Jampang Segar,34.0,3.8,0.5,5.3,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
247,Daun Jawaw Seluang Segar,93.0,5.0,1.3,15.3,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
248,Daun Jonghe Segar,27.0,2.1,0.7,4.4,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
249,Daun Kacang Ma Segar,36.0,2.9,0.6,6.8,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
250,Daun Kacang Panjang,34.0,4.1,0.4,5.8,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
251,Daun Kacang Panjang Kukus,40.0,3.7,0.3,8.0,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
252,Daun Kacang Panjang Segar,30.0,3.1,0.3,5.8,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
253,Daun Kasbi/Singkong Karet Segar,92.0,4.0,3.6,10.9,BISA,lemak 3.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
254,Daun Katuk,59.0,4.8,1.0,11.0,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
255,Daun Katuk Rebus,53.0,5.3,0.9,9.1,BISA,lemak 0.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
256,Daun Katuk Segar,59.0,6.4,1.0,9.9,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
257,Daun Kecipir,47.0,5.0,0.5,8.5,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
258,Daun Kedondong,59.0,2.8,0.3,13.4,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
259,Daun Kelor,82.0,6.7,1.7,14.3,BISA,lemak 1.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
260,Daun Kelor Rebus,61.0,6.1,0.9,10.0,BISA,lemak 0.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
261,Daun Kemangi,46.0,4.0,0.5,8.9,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
262,Daun Kenikir Segar,45.0,3.7,0.5,6.6,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
263,Daun Kesum Segar,48.0,4.5,0.8,9.1,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
264,Daun Kol Sawi Segar,22.0,2.1,0.5,3.6,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
265,Daun Koro,23.0,3.0,0.3,3.7,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
266,Daun Kubis Segar,51.0,2.5,1.1,8.0,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
267,Daun Kumak,14.0,1.3,0.3,2.3,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
268,Daun Labu Siam,60.0,4.0,0.4,4.7,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
269,Daun Labu Waluh,30.0,3.6,0.6,4.5,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
270,Daun Lamtoro Segar,87.0,8.3,1.8,14.4,BISA,lemak 1.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
271,Daun Leilem Segar,76.0,2.8,0.2,15.8,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
272,Daun Leunca,45.0,4.7,0.5,8.1,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
273,Daun Lobak,30.0,2.3,0.4,5.8,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
274,Daun Lompong Tales,40.0,3.0,0.8,7.4,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
275,Daun Mangkokan,54.0,3.7,0.3,11.8,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
276,Daun Matel Ambon Segar,71.0,6.8,1.6,11.5,BISA,lemak 1.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
277,Daun Melinjo,99.0,5.0,1.3,21.3,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
278,Daun Mengkudu Kukus,63.0,3.8,1.5,11.5,BISA,lemak 1.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
279,Daun Ndusuk Segar,166.0,1.7,0.5,38.8,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
280,Daun Oyong,22.0,1.0,0.1,5.3,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
281,Daun Oyong Segar,22.0,1.0,0.1,5.3,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
282,Daun Pakis,35.0,4.0,0.3,6.4,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
283,Daun Pakis Longgiho Segar,54.0,2.2,3.6,3.1,BISA,lemak 3.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
284,Daun Pakis Segar,39.0,4.5,0.4,6.9,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
285,Daun Pakis Wambateu Segar,53.0,3.4,1.2,7.2,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
286,Daun Paku Segar,29.0,3.4,0.1,6.5,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
287,Daun Pangisegar,104.0,3.9,0.6,17.9,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
288,Daun Pare Segar,49.0,2.7,1.0,8.4,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
289,Daun Pepaya Segar,87.0,8.0,2.0,11.9,BISA,lemak 2.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
290,Daun Pete Cina,128.0,12.0,6.5,12.4,BISA,lemak 6.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
291,Daun Poh-Pohan,37.0,2.5,0.8,6.9,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
292,Daun Salam  Bubuk,301.0,14.2,10.9,49.0,NETRAL,lemak 10.9g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
293,Daun Selasih Segar,62.0,4.0,0.5,10.5,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
294,Daun Semanggi,45.0,4.4,8.0,0.5,BISA,lemak 8.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
295,Daun Semanggi Segar,45.0,4.4,0.5,8.5,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
296,Daun Simpur Segar,53.0,3.2,2.5,7.6,BISA,lemak 2.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
297,Daun Singkil Segar,68.0,2.0,1.0,15.2,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
